account,storage updates,loading branch,loading account,loading storage,total unfolds,total unfolding time (ms),total folds,total folding time (ms)
64c9648fdaec5ab0dbf2d3690473d9910afd688d,0,3,1,0,4,337,5,10
20b32c597633f12b44cfafe0ab27408028ca0f6a,7,17,1,7,22,559,16,41
041fafe5a9199b7a12a8d6402d745d35f48509e9,0,4,1,0,5,135,5,12
2e6271214c2a23c94419a7e68712c704d89404dc,0,5,1,0,6,456,6,12
2ecfd963791ef91b3321e5c82cbbb36c77873d41,0,5,1,0,6,464,7,13
5227def76b587e2b0b1f64a39925f1394cfb2d08,0,4,1,0,5,253,6,15
31059700e32e37c57622e7cf28ef86f9cb8b9de5,0,4,1,0,4,253,4,9
cd3d4d150528b7c6730cdb13b7b3e4cc0c1d0369,0,3,1,0,3,486,4,9
6d2c218ffb9fe399757b59d29d054b282719cb98,0,4,1,0,5,340,3,9
22ea7cfa9d6184ca57f3c539f93f294c0c9f282f,0,4,1,1,5,282,6,18
97b9942823dddcde73d31338c5cf595982ce928d,0,4,1,0,5,333,3,8
42484169832003e658511be3c1f40e4c112211d4,0,3,1,0,4,349,5,11
51311787fe7638238507b30ace2031efd22cdb3c,0,4,1,0,5,476,6,11
fbd4cdb413e45a52e2c8312f670e9ce67e794c37,0,3,1,0,4,7,4,9
f853d9e000802d86466e4b26b1e67010629068ee,0,3,1,0,4,6,2,6
35f598e898ee6d37d31afc76d630e5d1c5a4e027,0,5,1,0,6,306,6,18
69525dac489e4718964b5615c3d794a25d62beb7,1,8,1,1,10,16,5,9
e44531e345effcb0a5ba7f3ddd3ec1b5cb4e12f6,0,3,1,0,4,936,4,11
1435abc2acef2a5ece6c1fde107253261530c4c1,0,4,1,0,5,345,9,23
bf4a2ddaa16148a9d0fa2093ffac450adb7cd4aa,3,15,1,3,18,820,11,25
0caa53c628d45899c40754de65ecc7099ef958d9,0,4,1,0,5,8,5,10
f1a16d778fe004c495df8d3c46d2abe71ecf6cfe,5,20,1,6,26,1040,20,63
c20022652673a0387f788c9757c306888b4ab533,0,3,1,0,4,7,8,16
73928cf7b6285760e741cfcb01c41befb287d9d9,0,3,1,0,4,9,7,22
49862580a0eb789e29b4bf24c5fbf8e5cc9e3565,0,4,1,0,4,235,5,13
28c6c06298d514db089934071355e5743bf21d60,0,5,1,1,6,10,6,28
09551a4e11e69203aac06a72da29099f2ff398f1,0,4,1,0,5,136,3,7
1abfec90646938738fb7296e9576239cb637a155,0,4,1,0,5,707,5,12
a9bd318a4ca1747e6068d100e18711b529386e29,0,3,1,0,4,8,5,11
7f66d4f7cf52bf406c61af1363cbb714135a162c,3,7,1,3,11,251,8,16
13c9bae0adc9cfaa28a07840bb8debfbc74e3339,0,4,1,0,5,596,5,11
076bc78eafdb8f2798f97c9bf6426dba09b1283e,0,3,1,0,4,241,4,9
b34fc24c7e096f4a011a337514f3a6b6ce8159d2,0,5,1,1,6,13,10,446
fb57ad58a9fdb840eb7fdeb3264a58b6f466e388,0,3,1,1,3,355,9,478
483dccafff214d9bc56b5533e0a6b3a3d6636df3,0,3,1,0,4,446,4,8
f22cc69f5f6c542b781dfa6ee6c40305f713e473,3,5,1,3,9,249,6,9
3b08322c37d1afe33fc6dd7ac68cd2bcfe7da700,0,3,1,0,4,8,7,12
bbb135e9d5a82d2cd7ef6b20d5040daf4916064e,0,5,1,0,6,413,6,14
5047fb740d075039b8926e52dc51635f1ce3e4df,0,3,1,0,4,537,4,9
2802e30d61d5ac0879c4f0c2825201a3d9c250ef,0,4,1,0,5,11,11,22
1b6741e93ea32b689cb804540529bdfa805136a7,0,5,1,0,5,635,6,16
a4a5ef3661a7e8f58536938f268d5712ebe0eb91,0,5,1,0,6,458,6,14
e6e02c0f825df73caec33ddd3f1303f84f392b4a,0,4,1,0,5,245,4,9
c9988bdfaf7517f8f4dbf1d71c873372e828a357,0,4,1,0,5,277,5,12
def8c51d7c1040637a198effc39613865b32ea51,23,64,1,23,90,846,86,233
07a903a85a27d4ed23001086701acd29e8416538,0,5,1,0,6,178,5,13
6553f3b3e8d751d91d8ded383f0c64c037ab8848,0,3,1,0,4,237,4,7
9afc975edb8a0b57f066e8e0a72a5e2adbdcb605,2,9,1,2,12,386,8,16
f366e2c8a08eb1c421c1bc7913c4f33ffe756f43,0,5,2,0,6,237,5,140
577541d1138761a531a0d52053f19a0a1c238720,0,4,1,0,4,458,6,10
71f4be430c6a16e35fb85fffb7448e7452e72961,0,6,2,0,6,757,6,507
d46ba6d942050d489dbd938a2c909a5d5039a161,13,53,1,13,67,676,58,122
4dceb440657f21083db8add07665f8ddbe1dcfc0,4,13,1,5,17,599,13,498
f9d1def82ef199582c0bea18ca31b6b99b5c579b,0,4,1,0,5,293,5,10
4832f73b6c7733d61d013060c8e360a07d91b60e,0,4,1,0,6,191,4,13
da85c6b1866bd3240935f8ede1477c7994197719,0,5,1,0,6,552,11,29
778fb7f27320d583d05b6a2300e86f172932c7f0,0,4,1,0,5,150,8,18
67b48c88a864bc9f7a28478c358a7746df595f97,0,4,1,0,5,133,5,11
e97f6dde78b11b58cb3e394f15ab592cb2acd290,3,10,1,3,14,731,11,24
b210c3b31057a68e5519c4d7742d327e0791cdd5,0,4,1,0,5,652,5,11
ab64e20a68b9f303d4ee534e19e969509fbc3657,3,7,2,3,9,244,7,361
64a6e87ac7ca36a2fd7ede8ef299c4e0e2769ec6,0,4,1,0,5,740,3,10
8d11513f69dae405a736a3d9c335fb49cf90768f,0,3,1,0,4,8,9,33
a4a127317a3332255a6b468cc1478f8712f9ad8c,0,4,1,0,5,120,5,10
99645e2b86007e27ed304e337a8713d25539b213,0,3,1,0,4,233,4,9
aa732c9c110a84d090a72da230eae1e779f89246,12,37,1,13,47,1281,44,326
96169030f7c7043ba185ad0fc8c99831f2b69992,0,5,1,0,5,440,6,12
ff1c04085e1c46477011ecb742d08f472964991d,0,3,1,0,4,224,7,593
4820581b960821fae328ae2305fcb3f8acb8e82e,0,3,1,0,3,351,5,10
de3d61bd2d512e0e02e5e24b6d21864994f08416,3,6,1,3,10,16,12,21
52757e8c7ac926be594c393f806d0750a625b5c6,0,3,1,0,4,641,5,9
29775e8abcee38f15cc68db0b415370b73f92200,0,3,1,0,4,9,8,23
7c01aa3783577e15fd7e272443d44b92d5b21056,1,7,1,1,9,243,5,12
b56b46e1b76856602f865725a8094bdd6d5e38ea,0,3,1,0,4,399,4,10
f187a6eacca768e6df203aafd83dc9c21aefbb09,0,3,1,0,4,7,3,9
7b340a37b5707c88591109dc6815970070762576,0,5,1,0,6,591,5,12
6838a1e5ae735c5c747044758254883c9f0f8a6a,2,7,1,2,10,18,11,24
a70adfdf3f681437555cd3a0486002385297e679,0,5,1,0,6,129,6,12
6c2b8b3f7a909531c4c55ca6a0a7c3ab65e8d94a,3,6,1,3,10,14,7,12
f5b6b233054eca388c11dcdfc684e99d13d5b09f,0,5,1,0,6,226,6,13
9575563bae7edb8071ed15a73ca334e439dfaa8f,0,5,1,0,6,459,5,11
9eb67cd7293194c4c4f1a374cf711568edefdf23,0,4,1,0,5,8,5,10
b6d4293cc764b3873f7192507978c18ae26d2080,0,4,1,0,5,249,5,12
b0e65b99b906aa30475b9cfcc8cc437a4932dd95,0,4,1,0,5,266,5,10
91db929a04c4c2e7e455c832f500c11647ca9017,0,3,1,0,3,651,5,9
82a46ffb32fd4b381c3ef79afcb398d6a2a20f7e,0,4,1,0,5,8,10,21
690f01f3afd305cc7cb03b7e95a42f24cd95ce33,0,5,2,0,5,805,5,268
765f5d6b67c72563c121f54fbd01a7012984bf69,0,3,1,1,3,136,5,24
8fd9f8df7bd5d8d46218efee49898d979eb90b9a,0,4,1,0,6,242,5,11
2780efbd748a98146640c7a43018612a412f2335,0,5,1,0,6,252,5,11
72c84de7d78167390c1985a52f3ad96b43f18bec,0,4,1,0,5,551,6,14
07f20ab5688a8835d587a1a51883b51604bf3a82,0,6,1,0,6,709,7,15
ff79ff1af255b1c95ca97862bb0d25f60f822fdd,0,4,1,0,4,634,4,8
bb53290bab802bfcc8aec3163cd9a7bdfdddb8d9,0,3,1,0,4,6,3,7
c026395860db2d07ee33e05fe50ed7bd583189c7,5,8,1,5,14,18,12,20
cb5444cbc00e95751516220f597f3e843fcc7fb1,0,3,1,0,4,7,4,9
6fc48de8f167456b7aa27dd4ecfabba329ea623d,0,4,1,0,5,9,3,9
7e496b1307fd66b2e66e5f663de0c9cae425138d,0,4,1,0,5,769,10,22
2348d99321f7e582942e38a85ae8dcdb58f9f5e4,0,4,1,0,5,9,7,18
fe68c599007592ebaf2d123c6bb0d8e1eef59789,0,3,1,0,4,6,4,9
5159fc4e8238078a54496e256158b1d1235fe329,0,3,1,0,4,164,5,11
4ee879f39cce3c4ca80e2ee90f9df5afeeaeb220,0,3,1,0,4,7,2,6
6484d0b8b9fd018a88bcce757a59227c7da8a07b,0,4,1,0,5,233,4,11
37b5c751f84278110ccd1017352c2e802c582457,0,3,1,0,3,562,8,17
3472a5a71965499acd81997a54bba8d852c6e53d,105,371,1,146,436,41717,428,16284
6d8e516bd468cbe5c19537728dbd85698f054775,0,4,1,0,5,216,5,10
3e15c968a8c14826ee06be254806ad9980814e03,0,4,1,0,5,257,5,19
14c7b0bb2325f0200681a8515a5305a7fa95f9a6,0,3,2,0,3,469,4,402
617f496bbb88e852239145cb44d3ca61e8b7341e,0,4,1,0,5,690,5,11
249ed03175f3c86c1a7efa40cfa1f5e75d902a42,0,3,1,0,4,287,4,8
1b10e6c067e810749eaa0f9a8df7cc8c918db207,0,4,1,0,5,381,11,28
3a653fad892512f785093493bec8c72d40ac9045,0,3,1,0,4,6,4,9
37c3a6d1ce3edc8f084129669cc7330633857c21,0,5,1,0,6,11,4,11
cf62f905562626cfcdd2261162a51fd02fc9c5b6,5,11,1,5,17,464,14,30
b96b74874126a787720a464eab3fbd2f35a5d14e,0,2,1,0,3,5,6,16
3ca2070165b221fe655f27bfbbb814418d37844c,0,4,1,0,5,327,3,9
30c37763311f6f6da65f20ce744479a50a9e3286,0,3,1,0,3,461,4,10
d82fa167727a4dc6d6f55830a2c47abbb4b3a0f8,8,32,1,10,35,4902,33,792
33c00f69243e47cb223f3c2576a88b84763cfc68,0,4,1,0,4,534,5,13
3841420f89d2dbe856cc860cf0090f0936d1fffc,0,3,1,0,4,10,9,17
db5e71312686805772f5fb362a048aa2ebc61a95,0,4,1,0,5,262,6,12
ec0fe59c20c5ce7ee6682cf5a2775df5c5cb6cba,3,11,1,5,15,1097,10,416
3a2ce76067337b8c646ba0dc4eedbe8ac59dd164,0,4,2,0,5,8,5,249
28f67258c9451a6b3f3d4fac29451661c4df1afd,0,5,1,0,6,11,9,19
37aca5c99f89aa196ff0fe4a97c10f4bb0c0adea,0,3,1,0,3,238,7,17
07a4ae312eb8ba5b4f65de06da50cab3df648573,0,4,2,0,5,7,5,338
451cbe9dc3bc673177e260c0e4e287c714284fbd,0,3,2,0,3,123,4,132
a4f29cafd5cad0b779d607e301f9a5b58074eae3,0,6,1,0,7,260,8,24
1eda738c90fb3f80067a2e420a1e2f81b75ecaf5,0,3,1,0,4,8,5,10
c893ddb49664acfda571a28dcfb7cd54cfcdc661,0,5,1,0,6,15,7,17
58dcc8691872663d1ff1219e4bd0a9f94ada68b3,6,25,1,6,30,1020,24,57
336e86c566e3811b4031b17f477dfa2872adb544,0,4,2,0,5,336,4,357
04bc354f51bda7060538c0aa153d6c098427cb9a,0,4,1,0,5,253,11,24
9afb8fede5ffe933a220332c3f8befe99ed75af1,0,3,1,0,3,701,5,9
d57d861620210ad8452268d16229f8edeb86bcb0,3,6,1,3,10,39,7,15
f0a20878e03ff47dc32e5c67d97c41cd3fd173b3,7,14,1,7,22,555,24,47
c96644a31d807532b72ac6e6f45d5963cff39f18,0,4,1,0,5,7,4,8
2b3bf74b29f59fb8dda41cf3d6a8da28cf8e7921,0,4,1,0,5,12,6,16
d672418ab099fbdfbcb212c33a7f9d811e5cba26,0,4,1,0,5,10,5,11
050dbe68e97ad877805a97ccec1ce80d669365f4,0,4,1,0,5,702,4,7
32448f52f381427c31eab7586b09347c12e9a2f9,0,3,1,0,4,230,4,9
10583c3da99f7e980f58a778aed174ddda2a4812,0,4,1,0,5,443,5,12
70e967acfcc17c3941e87562161406d41676fd83,0,5,2,0,6,10,5,241
000037bb05b2cef17c6469f4bcdb198826ce0000,0,3,1,0,4,7,4,8
579602e970fb134975fd9d743dc7a55b050cfe06,0,4,1,0,5,11,5,12
018befb7d1f3e84948466ef15cc46baf9ba5295f,3,14,1,3,18,1192,12,25
d0d0f00a5bec658e06a19938ea01a7227652901f,0,4,1,0,5,339,5,14
ec463d00aa4da76fb112cd2e4ac1c6bef02da6ea,4,11,1,5,16,247,12,28
7c27ef99a879d91c8640aa4ee682d12fe65e4eff,0,5,2,0,6,235,5,454
2b9d5c7f2ead1a221d771fb6bb5e35df04d60ab0,0,5,1,0,6,12,5,10
44bc306afd8c535cc77d3f940b3e48927152e2d2,0,4,2,0,6,12,4,448
30bd6814175d5cde2a9c56f7a9a455830cf4dbaa,0,3,1,0,4,244,9,22
6e670dc469fbf4cfb7a6f0a00843b8a26c941ffc,0,5,1,0,6,371,7,175
16ac64ddfacca437be7fe0da0c45bcd97227588a,3,8,1,3,12,20,13,26
3d1545b9978ac389f0b628aa1d5ef87a9378404f,0,3,1,0,4,529,3,9
013500c98065fe091043f433bd470fecd5b411ae,0,1,2,0,2,2,2,232
4dfa82af6868902dcea015570105c78f463e8faa,0,5,2,0,5,913,5,638
5572d4111c41420f150fdc1c32379bae481469c3,0,3,2,0,4,407,4,355
a96da71cc843e3c325d3a761a7db6cc902209810,0,4,1,0,5,241,7,16
58b6a8a3302369daec383334672404ee733ab239,6,30,1,6,35,4815,28,72
b8780732fa32ac1f1ae0f42b8339c0d339346a72,0,3,1,0,4,9,6,11
5bb365fed2300e8c50aaf33e9da7510bb039438e,0,5,1,0,5,236,11,23
1e294ff1bfb4a6bbdb9fdf1686ed622507b8279e,0,3,1,0,4,756,3,7
abfd80f1b90226464f65cf69bf8faad019385538,0,4,1,0,5,9,4,8
4900dd99fe80e7350c505c6028e1f5f9b7b58bd9,0,3,2,1,4,141,4,877
aac5d4240af87249b3f71bc8e4a2cae074a3e419,0,3,1,0,4,10,5,11
a97090583052ecf3e8f0f7ef5c939fe9adf7e634,0,3,1,0,4,635,4,9
2306eeb03531ed2772fb9b3aad50ed4374c59d9f,0,5,1,0,6,631,7,17
7a935d1a6adf92a01b3df2010ddc4fde1401213e,0,4,1,0,5,250,4,9
39385e32ad8e0c4979c8bcd63503ba8036c54425,0,4,1,0,5,12,6,13
95def05a55325227025300b5e65b54e322b62cb6,0,4,2,0,5,11,5,555
9239df3e9996c776d539eb9f01a8ae8e7957b3c3,0,4,1,0,5,11,4,9
d845ce3b73f45cd419b25fa8a6f0f799fc4c2e7d,0,3,1,0,3,548,11,22
a3a17892a98f1c85ae261a1e33f80993b7484f8b,0,4,1,0,4,691,12,24
f06e61668885a5689d5d91f6f3f10cde305ae749,0,4,2,0,5,149,4,363
5da541f915b7349ac437350cbf7cd49743db5f52,0,3,1,0,3,138,4,10
b48eb8368c9c6e9b0734de1ef4ceb9f484b80b9c,3,17,1,3,22,420,16,30
af72fd7d12bcfc1b5dccfbc9028a03e360f6ec78,0,3,1,0,4,10,4,10
f377f80d24f387298c2aab39b68e2c0d2e9a4fa9,3,9,1,3,13,22,10,18
4cbb48f7052b5615b9297b9e16eb813ce1844190,0,5,1,0,6,490,6,13
ad74168869ef39d13af61d7ed7aab0eb64ebdc5c,0,3,1,0,4,12,10,24
4a735b019a6ca952218d7182f17739683b33f411,0,3,1,0,3,156,7,14
e2da046340e00264c4f0443243a0565007ae08ac,0,4,1,0,5,12,4,11
296b265a4d5828a9bb3860cae31d44cc35a0b011,0,4,1,1,4,368,11,31
2cd04ca63d70480260555066ff8e54f075e96f2e,0,3,1,0,4,393,4,7
60270a3b7c4be0aff35299fe401c612cb7e1e173,3,10,1,3,14,137,8,19
a69320116a874dbe50d772912312eb9b99928627,0,4,1,0,5,358,5,13
2c3ad9dc8b0205dc5b8b095ebdaca7767b04ae97,0,4,2,0,5,11,6,577
28bc565c3e8f1c2a7ba11d906c24b60ee34f88e0,0,4,1,0,5,11,6,14
03f155e871b784475c5f16c52723e69e106ae3b7,0,3,1,0,5,12,3,6
5d4e9b78e4f85617fcfcb258e4a0b45d889d3a3c,0,2,1,0,3,114,4,7
ab365188b9515b00e9f43dbbe84779b1bdd55947,0,4,1,0,5,419,5,10
7cbd6db99e586c5255562a0d27aa157b1b5687e6,0,4,1,0,5,10,4,10
100a2a396cc5df323e342a74a0cde4a0d7846a87,0,3,1,0,4,349,8,18
34b2b8eb82d934aef0c0d13bb42a5104e901e634,0,6,1,0,6,663,10,38
a4ebfaa0171ab70fc8195226ca4660a49b736c6e,3,7,1,3,11,19,16,33
9cdfeee99f8ee3ee7a3655de5a1bd5e5d98029d2,0,4,1,0,5,9,4,9
626e8036deb333b408be468f951bdb42433cbf18,7,29,1,8,36,1094,29,189
4b0401fe6b84c52d4f4310c371c731a2b6d0964d,0,4,1,0,5,260,4,10
058c85033833fb4bbbe0265173c6f5875c014dbc,0,5,1,0,6,11,5,16
2fcd6543e2c94c638b9789a63180c957647b5947,2,9,1,2,12,446,10,25
a7600c4fbddb57e44018bee74a5f6b636cb68352,3,12,1,3,16,284,10,26
068349898b1b9246e3712580ae2965aaf8381438,0,3,1,0,4,259,9,25
48deec5d7a03b841f32b4e1442afdb57104e6fed,0,6,1,0,7,14,11,26
8aea4acd3129878bd8cbaa9a040a425a8379c55d,0,3,1,0,3,401,9,27
02a4a072e52c82309d8b9edcf2b3ad9fd901884e,0,5,1,0,6,11,6,13
6b9887422e2a4ae11577f59ea9c01a6c998752e2,2,7,1,2,10,16,6,11
71c150a0fc8ddce4ecbbd4413526ebb15bd356cf,0,4,1,0,5,69,4,7
eaea44678db76e31fe1d8db18eeb746ee4af1717,0,5,1,0,6,13,10,21
ff5a4209f96dba2ef77fd9a9504ff545879a4e18,0,3,1,0,4,418,5,11
c43c6bfeda065fe2c4c11765bf838789bd0bb5de,3,14,1,3,17,1081,10,29
227aaa07644b68f2711dd95fbb99ff52ce7bb44e,0,4,1,0,5,301,5,12
ea3819d24349db1fd9aa6cb8efd3162887398727,0,6,1,0,7,361,6,17
912484cd198fe3bfdc615a434c932e8c1466930e,0,6,1,0,7,12,5,10
ed0309748b62fe77678446702fac9d2f919cfdb2,0,5,1,0,6,12,6,13
a3f558aebaecaf0e11ca4b2199cc5ed341edfd74,21,56,1,21,78,1255,73,153
02f92800f57bcd74066f5709f1daa1a4302df875,3,14,1,3,18,582,15,293
1cb6fb87c28cda87f05e1a4a97fcf6d880d2a8d2,0,5,1,0,6,510,10,27
2b70061c6d2bc5f5e87beb8c4c7174443af619ca,0,3,1,0,4,333,4,10
ef7dbf1535e6038d9c533877de6e9ee005b4951d,0,3,1,0,3,151,4,10
f411903cbc70a74d22900a5de66a2dda66507255,4,23,1,4,28,931,21,45
c3f822e94c321dd3ee53ca46b78098ea79b7ec8d,3,7,1,3,11,16,9,18
f2f8d4fa18af4591fa55c40d2b3cc3d34e61a893,0,3,1,0,4,690,4,10
fc7d42469f3b93ed4d86ed4b586a7ea25a0ee2b7,0,3,1,0,4,110,10,23
c653f79de1274ee65674befda54986020d6f8fc1,2,7,1,2,10,375,7,12
398aea1c9ceb7de800284bb399a15e0efe5a9ec2,2,10,1,2,13,633,10,22
3afdc9bca9213a35503b077a6072f3d0d5ab0840,3,13,1,3,17,28,19,41
b70cc1713b7ba187a8e6375b5083f58f206d9e1b,0,3,1,0,4,129,3,10
e5629e7239a9f6d93bafa10c841d269b06302013,0,3,1,0,4,645,9,23
83599937c2c9bea0e0e8ac096c6f32e86486b410,9,27,1,11,36,1280,31,306
c46b141da657f02e642f15cfbce5db48ef573766,0,5,1,0,6,355,5,10
121de5343a0b1de9322ec08459c6b3af3f6931b6,0,4,1,0,4,494,5,11
c413c69164f56f6df556c29aa0106af92a1a9a9f,0,4,1,0,4,776,4,9
439811584ee41056c84dc7dea2353fffe985d8d0,0,3,1,0,4,5,4,10
56eddb7aa87536c09ccc2793473599fd21a8b17f,0,5,1,0,6,10,5,11
95769947fac1b8d921fa5c078fd4699b784a2095,0,4,1,0,5,247,11,21
559ee3b8af75cd088aead5d9a7205bae6bfbba22,0,3,1,0,4,228,5,10
f83e495ac1b73fe775df040b675c66d5e013c656,0,4,1,0,5,449,6,17
230fcfd3f56f54701ef0876e96e589339dccc01e,3,11,1,3,14,863,11,28
2d9f39c426ecd3d0a743a6709a45ca1bb4b42bca,0,6,1,0,7,663,7,19
5d74f572ebd3dabf4ce1627f7caa2509f4e0c728,0,3,1,0,4,361,4,8
a9e03a8fc555c02c38f56eeac78115a0921501b6,0,4,1,0,5,187,11,34
d129fa50c91e1099653e612df7648ad1b2bf7cb6,0,3,1,0,4,9,5,9
cd488d3a467bb251ad44f492eaccb54a10d1fc45,0,4,1,0,5,11,5,11
211499f884e66aa36d43e58fe0c907294420e2c4,0,3,1,0,3,681,5,10
b9d7934878b5fb9610b3fe8a5e441e8fad7e293f,0,4,1,0,5,8,5,10
77021d475e36b3ab1921a0e3a8380f069d3263de,0,5,1,0,6,11,5,10
5879b41f09bb679e060608125b302f718b8df2e9,0,5,2,0,6,214,5,244
df3e1ecd129597926a2d22fbceac63d0204007aa,0,4,1,0,5,10,4,9
85b24380f4d3bc77e4e7d7f3e865f554787e06e0,0,3,2,0,4,7,4,135
d1521f720110200fc55d8b103c3b40474f3456cb,0,4,1,0,4,1029,4,10
86ac01e32b16dd46f62ae6d7620994866f5a4929,0,4,1,0,5,16,4,12
f3a4b8efe3e3049f6bc71b47ccb7ce6665420179,3,11,1,3,15,293,10,24
19066142edee8b633fbe27df3b27e9339e7b0259,0,4,1,0,5,212,5,9
ef08c1cf5ad901700bc3343f04e31f5327104345,0,4,1,0,5,138,5,10
53fe53fcf7c45a09aee3e19c98722a83e80ad7b2,0,3,1,0,4,258,4,11
51c5d4c917db586f0d128060a87b13c9fd87031d,0,4,1,0,5,11,6,12
4339ffe2b7592dc783ed13cce310531ab366deac,6,15,1,6,22,527,21,46
ea142e663897d8ba9d354dc2f87e43be2dbc8a3a,0,6,1,0,7,248,11,23
84351ca43a54fbd70a5adb70ed00130d118518ab,0,2,1,0,2,215,6,18
116fca7c8408981739041b31fa887ca2edaff51f,0,5,1,0,5,1332,6,12
76887cb94cf29ec539b3219ba62104be04f26a5c,3,12,1,3,15,245,14,37
469553537a16fd50768ce36750d3c37bb236ce67,0,3,1,0,4,67,3,11
1b3ab32abb5ac28866d475d7352473cc0ad43853,0,5,1,0,6,278,5,13
d4021b1cb2d7f6c9f012f61581ef011b4b596370,0,4,1,0,5,349,4,11
55645ad71d787a709c281a66a286b2bae0a9058c,0,4,1,0,5,492,5,13
27cb423bb34d1d2f929ce268049a7fd4982c5dd2,0,5,1,0,6,395,6,16
a9bd7eef0c7affbdbdae92105712e9ff8b06ed49,3,10,1,3,14,159,15,30
4f4495243837681061c4743b74b3eedf548d56a5,3,16,1,3,18,1056,13,35
89df09eef3c34be513d4a39d224007fb3f03e6e7,0,2,1,0,3,242,4,10
de84b9e71059ca26ea6a9bd2e4aa34eb7a345d4e,0,5,1,0,6,251,6,11
963737c550e70ffe4d59464542a28604edb2ef9a,0,3,1,0,4,8,8,18
61971b21f159b02be1d75f3151050d28e280ab84,0,3,1,0,4,431,5,11
21c3de23d98caddc406e3d31b25e807addf33633,0,4,1,0,5,9,5,13
7ecbcb662b842e3436eb5a692e4845cd4701860a,0,3,1,0,4,369,3,8
e46935ae80e05cdebd4a4008b6ccaa36d2845370,3,12,1,3,16,29,12,30
0ae674af7d95848e2f759c789a6c9166bbe14c0b,0,5,1,0,6,10,5,9
ddfd0a9a979182fa45e0024fdb101dd8079d84b2,3,5,1,3,8,130,7,15
9dfbd0a1ab3d4fafe004d9fa994ae9b8979a3db4,0,3,1,0,4,417,4,337
7640312ab442a26cc6bfdb9bb43fa793fe20514d,0,3,1,0,4,545,5,9
cc1a6edeb485c8509f88ce4d17857d99266cf441,0,4,1,0,5,600,10,23
d1838c241195afc6a43536d5cdd96994ffefb6d1,0,5,1,0,6,291,5,12
80ab71a99cc311bdc1de9c93eb3eb5be43f808b4,0,3,1,0,4,231,3,6
b8d73ea5fdda59c1672f6a95de64ac7ac1728bed,0,4,1,0,4,798,4,10
4d616491f6a6b9049fb5dbd7b968a124bab99710,0,3,1,0,4,227,5,13
11f2d972915a01896985fc1138fb30f87400714c,0,6,1,0,7,339,6,13
0bbc60e4abca38e6abc78ce86998b63f073a919e,0,3,1,0,4,8,4,18
0b5e52697f318d0b68d0a4021eaf21aa1f4cd655,0,4,1,0,4,575,6,12
f3538d3ca658abf9b071df77636ec8210d4a65bd,0,4,2,0,4,630,4,242
b8ac988fed79c5429abacb10a219b72740d1dd1c,0,3,1,0,4,121,3,6
3b4fe6cd3859a319bd7052b7817252124a501119,0,5,1,0,6,14,5,11
eb2e35b8e1ac6f2b28170dec45ef8bc219da332e,0,4,1,0,5,10,5,10
bae533a5a26cc566bb0bac301e92ff68e3feede6,0,3,1,0,4,8,5,9
77a9773b805bbb8409ae27116f4dfad73273f328,0,2,1,1,3,208,8,26
03b7a339e9c2c36b2cf14a8cb7ebc522dd111e18,0,2,1,0,3,4,8,19
c95c1d376458ec0d2e6e4344a1853d93a3394b6c,0,3,2,0,4,556,4,460
aa550a696ef238fb1ee9eb183e63b5e2f09f58fe,0,4,1,0,4,959,3,9
bbe7b62f61351bf70cf6f277d99d6af0cec859cc,0,4,1,0,5,10,4,8
942212749f92b6b3fce903a97cd45d8658a117e2,0,2,1,0,3,201,3,7
a436db72f93102e3dde96375865f8d310f515407,0,3,1,0,4,294,8,21
b3f0dcc61b9a53323c3a392cdc593cab09d2a2c4,0,3,1,0,4,237,4,8
7ffe46119dd9dd2cd5d2075cb5020f22771b5e68,1,5,1,1,7,206,5,12
3ee841f47947fefbe510366e4bbb49e145484195,7,19,1,7,26,898,21,51
8e173a995fc7655cfeb1b582e98398c2044590fa,0,4,1,0,5,240,5,9
2d60b415338eae2f4aa712e193053e297cd6bea6,0,4,1,0,5,315,4,11
77ca12945f4bcf4fce3159b914808166d8d00965,0,3,1,0,4,257,8,20
6d62664cb03c7a37eb80cfc589085f71c479002c,0,2,1,0,3,113,3,8
a3c99a1a376029716817f29a5d8de988f6f5e754,0,3,1,0,4,346,4,11
c7f8df7b32cb89bb4ea5673f04695b87ed11f9b9,0,3,2,0,4,10,4,1077
4bfa006e0e80378ec4005e412127f21003df2c4a,0,4,1,0,5,458,6,16
cde51b16717139891d40a872215d96a5ef38eee0,0,5,1,0,6,9,5,11
529d2b0acf39bdeda1c9d5d86d0181563fce0cf4,0,3,1,0,3,544,5,11
e73747479118e23a21fdcd95e5e138ea36424129,0,5,1,0,6,244,5,19
8c78b680a799ef3b261b1fc4e52b727dfa6a4d48,0,3,1,0,4,261,6,20
b2a37daeb6a46fadcfa5dbebea107258d7b673cc,0,3,1,0,4,241,10,25
564e64b4fb76ae7909c8208795d5b7fae53de998,0,3,1,0,4,470,11,36
18f299f0b77bbadb43ac9fd6fc1a262b2cdd3f7b,0,4,1,0,5,350,4,11
e94b7f351fb345159add1a48bbf73329515e86be,0,3,1,0,3,240,4,9
26eaf148aaa9e2cc408c33e2a2717f421b037b12,0,4,1,0,5,8,4,9
0f88d782ca84df744cadda5dd3958381e2fc5d07,0,4,1,0,5,122,4,8
667102bd3413bfeaa3dffb48fa8288819e480a88,11,39,1,11,51,395,45,117
4a9f8350172611cd7c5540ecabced0518175edfa,0,6,1,0,7,553,5,427
