account,storage updates,loading branch,loading account,loading storage,total unfolds,total unfolding time (ms),total folds,total folding time (ms)
8bd011a046a588ff32e449fa0171b56613227fd5,0,5,1,0,6,328,6,14
c082f6ef7be21d60a2bb28eb9bcf91ad73b7110a,0,4,1,0,5,220,4,12
385d056950276700298f9c0a133784dac24e1a94,0,4,1,0,5,235,5,10
2fab2b84728193f167c0a630a51577aba1b7a37e,0,5,1,0,6,11,5,13
6af17e6a44ab07cca759310323f9f211657ecd59,0,4,1,0,5,223,8,18
c9b266a4d4a19e989a8cf6826415e4d6c2fb1281,0,4,1,0,5,566,9,19
6fc79ddd0379fd11d67dd73056465e822b843d13,0,4,2,0,5,8,5,433
4404e4e5c07194865aee48ab33428b303cfb5f6c,0,4,2,0,5,243,4,355
0feb722689fd5cc64b410e35af67af190f0ed8ef,0,3,1,0,4,754,5,10
d7dbe9db53132922814ef94dec1fc8d7ed765bf3,0,3,1,0,4,679,4,9
acb5df98948c18f864f1d538514626b5372e646e,0,5,2,0,6,221,5,339
c171be6b79d4a35b3cb5eca0b696afc67d190aa5,0,3,1,0,4,288,5,13
d947b0ceab2a8885866b9a04a06ae99de852a3d4,4,17,1,4,22,535,17,37
124d3ae180e147a40302e3e29aa171f81ffc5dab,0,4,1,0,5,219,6,11
a949696594a015766150f4d135b2a8f2120e6be1,0,5,1,0,6,339,5,11
b04af4843e3808e1fe6f7a8ee4f456937d7afae8,1,9,1,1,11,20,6,13
402fda8bd901327b65299949f3582f6ca4bde20f,0,5,1,0,6,394,10,23
17ea59ff0cb6e84238af8506d4a29172a990a601,3,7,1,3,11,247,8,12
ae5676ee70028ff81e33f68c060247a9c966773e,0,2,1,0,3,2,3,6
e9dc9e1bc0a41111d4bdeb91273eca89cbc696c8,0,4,1,0,5,324,5,12
5895899b7b16134a8fbac2a11dbd0d5c0695014f,0,4,1,0,5,365,10,20
b97d3b4651554a480e6f7b29f2c4961f7c790f79,0,3,2,0,4,217,4,736
009fcbac41394405e4ff9911cb3460f60efdb4fc,0,5,1,0,6,276,5,9
61e1eb45661d344cd472590d45893ff1ff190dd7,0,3,1,0,4,5,3,8
30cbe9a8f135a1dc54d879fa821e06819bd463e0,0,3,1,0,4,196,6,14
f7476db5b717ac661c027e684456115ab1e728c3,0,5,1,0,6,15,4,12
e4760618b3ef0ac2b1ff1342e681f92a2103ebf5,2,9,1,3,12,801,8,131
4765d203cfb45c78b08987e556f8e1d7fa5645ac,0,3,1,1,4,438,9,450
3b991130eae3cca364406d718da22fa1c3e7c256,24,68,1,26,92,2384,87,508
36efca633a279bc25067d342b41feb18cc06a31b,0,4,1,0,5,140,5,12
65534da90adc543ae6c4cafdb781b40aa33e7fb8,0,4,2,0,4,749,4,579
b8901acb165ed027e32754e0ffe830802919727f,3,17,1,3,20,1960,15,38
037c557bf70fe60ad0ed228b8fd9b719b92efe6f,0,3,1,0,3,737,9,21
e766195ff8edcb78555724347a7d9869bb14216b,0,5,1,0,6,242,6,13
e0b02c543ea26ac2eb491e818de38d0455a76df8,0,4,1,0,4,224,10,21
89d65b124c291c6545adbd42f6c482f3d61a2453,0,5,1,0,6,238,6,12
8730762cad4a27816a467fac54e3dd1e2e9617a1,4,15,1,4,20,304,16,64
e08e74952d6abe3731c46c93c9015647bd094414,2,11,1,3,13,575,14,151
ae67130ff6ec2f32605c298a8d8e1dc33be0221a,0,2,1,0,3,256,5,11
9b408d6cf45d079160b2dfa66d6b9c831c3e8634,0,5,1,0,6,11,11,27
54b6aea7fb6502b0fe369b090868fc6f44cf894b,0,2,1,0,3,3,4,8
a4257f5e5b84193559744660684b4223f2379b09,0,4,1,0,5,453,5,12
d0c22bdb117a33fa70d213831e4dab57485bd785,0,4,1,0,5,252,4,10
17ba710c026c3f5ea8701d4f496502ea82c8b041,0,4,1,0,5,200,4,8
d1c3acbf63d85989e5b3e393440d6bad641a9785,0,2,1,0,3,235,4,8
e82d36e29fd1de2c2eec43677fe281c224776f39,0,3,1,0,4,6,3,7
a3e009551b013ee5273d8ba6c5048a4f5b967e0d,0,4,1,0,5,691,6,16
4611ef1c00979d2294c7dc1dfe7e78de041be53b,0,4,1,0,5,460,6,19
e1c2be733650627af99cd72c33dfb9386b143ef0,0,3,1,0,4,341,4,8
10837f6c91c419a98b44af4665f1366dd7ba394d,0,5,1,0,6,23,4,14
58545cf7c7af53b7ed92003605239e0f9c10915e,0,5,1,0,6,12,4,10
670a2e59987dcdfd0f99bd54154f8568349b5872,0,3,1,0,3,598,5,11
9e7cbc6e96993e7c5abb3ec4cb30aa8275618b2b,2,8,1,2,11,20,8,19
b06f072bd63fda77d3a5e77c22c965e0482e20f3,0,4,1,0,5,13,7,15
ac084df0969bd1e9bb8a2079cf317a30476210f6,3,9,1,3,13,361,10,21
887cd7c6dbbbd021757fff1eb629f0a69a6f4597,0,4,1,0,5,324,3,9
1921902db1b0967762f3ae86ae0675b2b3ddefa9,0,5,1,0,6,15,6,15
1c6631d3465825ad388bbb6cf187d4e12ae9ea7b,0,4,1,0,5,7,5,10
e3c34e4dc77ab6a823d17418be9ab1b8df7a6df7,0,4,1,0,5,236,5,10
a7726fcd08489fde2c36c535a24d2f887e4f7df5,0,3,1,0,4,7,4,8
43793ee58e0a3d920e3e4a115a9fa07dc4b09715,0,5,1,0,6,15,5,14
805f8830166850030d374e86b4c0632c758a384d,0,4,1,0,5,254,5,12
ee5362b32735679714ba502432c8776dd319383d,0,4,1,0,4,358,5,12
95b976136b8ebc75500019b5a51610709c655669,0,4,1,0,5,348,4,9
b88511c02b31f27675daeb6cba637e098f970242,0,4,1,0,5,7,6,11
ddf9b7a31b32ebaf5c064c80900046c9e5b7c65f,3,12,1,3,16,28,10,26
d130894c9c01399a8545e28c5d683b3e5b29aaee,0,3,1,0,4,575,5,9
25d49b2cf9e16ee86137ca051651b38fd0476321,0,3,1,0,4,105,3,9
58d14960e0a2be353edde61ad719196a2b816522,0,3,2,0,4,8,5,357
d315a9c38ec871068fec378e4ce78af528c76293,2,6,1,2,9,16,13,28
8ca1e12404d16373aef756179b185f27b2994f3a,0,4,1,0,5,9,5,12
d22697ca59b59d21c2b60f9668d3b58d816b3724,7,17,1,7,25,283,19,42
35ed3e91402274d246fa4c0fc9ad353d3452d463,0,4,1,0,5,338,4,9
da0da298550e8e449b935cea865c8100f3ca1b73,23,65,1,23,91,1485,84,181
0e2b87467243ae00a848e91aa2c3e3892b70a80c,0,5,1,0,6,738,5,11
4a05059b8c21b46fc0272cc4ca4d5aafde4114c7,3,10,1,3,14,149,10,23
5b09299e171a167f35ee3a25e7111fd84a51fbdc,3,11,1,3,14,27,15,36
0cc58d2896d5b5fd1a7076f116e0a9d7e85bfc18,0,4,1,0,5,228,5,12
6f695daf43d38209f2c86ea7dcc8f4b8406ff1de,1,4,2,1,6,172,5,354
527e7828e82b48394ba89bd45855bb871b3e4190,0,2,1,0,3,367,4,8
58d89bb12bdcc2856870680d27d5db7c92184eac,0,2,1,0,3,243,9,24
62b6bfb9884d414ef9b4e25fb73722375bf5ad08,0,3,1,0,4,224,5,9
842417a2f0621c7452c472069940797a3750ba54,0,3,2,0,4,333,5,693
31aef52c2d620f3089c6bc333573e17be3e24633,0,2,1,0,3,242,4,9
91c60293095295ac00c3bae9ca13fdf8de1889b6,0,4,1,0,5,85,4,10
28bdef6931c7b15a8c921331efa8de2b70b25aad,0,4,1,0,5,337,6,13
7ab08e176df1d35b01b09ba52051b33bae3a58ad,0,4,1,0,4,1219,5,12
e075c3673526921e586a1eeec3bda40010037f80,0,4,1,0,5,9,4,9
ab7335bde15c707ef4b6619147f10b6325700027,0,2,1,0,3,228,4,7
f780202d5200f8ca704044ddc8524b8849ec5af9,0,3,1,0,4,9,4,9
21f36e55913d7443a2566c29d209a519722508e4,0,4,2,0,5,494,5,534
8c92a613a6ad15ef6a46e8df63250c77e4b0fd1e,0,3,1,0,4,9,10,24
9e5f1a7abed69668888d901faedaeb32d9892316,0,3,1,0,4,21,4,41
ce9ead933c58ccbcfd735bee8b8144bb2583bf60,0,4,1,0,5,257,5,13
88f494889198b4b8f3feabe7181d12e280f1fea2,0,3,1,0,4,208,4,9
b4f5eba9c4f095c5284ef400660c53d7a1be4a08,0,4,1,0,5,456,4,11
b8ea2d8b4640effe532cbc13e116b5028446bc81,0,4,1,0,5,11,4,8
589b4c908dbef35ca7f0a1d6743ab17201f75c1d,0,4,1,0,4,365,6,14
47bf036abb41000f0b5cec71d333ff5938f04654,0,3,1,0,4,493,4,9
e6c60f15fac7edf92d680ce4bc268e70aed2afe7,0,3,1,0,4,247,9,21
e44726f9a194d1bb3ce54a4e980c49708325c7ef,0,4,1,0,5,455,11,29
cb995a7f076d2c84b4b59ad354f88800f8755028,0,4,1,0,5,13,4,10
4466ce2b0a25b68c241d881b9be10c700bd21bfe,3,14,1,4,19,1721,17,192
0940f78558f17bbdf3e500aa436ee5d8debe43de,0,3,1,0,3,234,5,11
6c063a6e8cd45869b5eb75291e65a3de298f3aa8,8,23,1,9,33,658,29,85
926a4354ef671aac7b63ff1eddb620638e3d8893,0,3,1,0,4,131,4,10
2d979f24597323b39824a2dcfb464afd238b6a8d,0,4,1,1,5,312,4,21
3e928ba253a08b5c41b57fb8dbf17ff765c61837,0,4,1,0,5,242,4,9
6355c8010f576e123909e7f060fbc74b6cc27f0e,0,4,1,0,5,369,5,10
72bd78f94a3b62cca0eac2382d2939170da31ddf,0,3,1,0,4,681,9,18
73a6a761fe483ba19debb8f56ac5bbf14c0cdad1,3,13,1,3,17,701,13,26
d58aa88246a1cf56a48e8e184405bd7ef0be7b83,0,4,1,0,5,8,5,12
271e5ec7c022ce7f0aee5b6878172d5b911e53a5,0,4,1,0,4,872,6,13
03ceef7b112ffa6828ea5a10c84ab47774b4b0ad,0,5,1,0,6,560,9,23
34df6939a4f2c0fabe84ffb0b07700098f3c6344,0,4,1,0,5,241,5,10
00eeba02b59983ee4ebbb30382188c43430a427d,0,5,1,0,6,115,6,14
09b8cff2f0e4898d1dced5fc02d79351ab4246e6,0,4,1,0,5,225,6,12
9642b23ed1e01df1092b92641051881a322f5d4e,0,4,1,0,5,10,4,8
db82c0d91e057e05600c8f8dc836beb41da6df14,3,16,1,3,21,277,13,34
95bdca6c8edeb69c98bd5bd17660bacef1298a6f,1,8,1,1,10,18,3,8
5dd39ff5abd5a1a71054b8afd8c450699bcd6de3,0,4,1,0,5,9,4,9
3a4ba64a279aba538cd218e63e009d76db330059,0,4,1,0,5,161,6,10
3730309ed7ddf6a2d05606cb3874a2d5e0b21f0b,0,3,2,0,4,666,4,468
fdc14a2c20fe2007188eec428f74f01fefc66b8c,0,4,1,0,5,333,5,12
10dc9a7a9d85b729c67b11612156cafd813df2f1,0,3,1,0,4,271,5,13
5e94b854009308882476a3e9d7207126f11deca7,0,3,1,0,3,379,5,11
ab73c9c907a584f41b15057d13ac38be8bd20027,0,5,1,0,5,501,6,14
0ad3e5a3151cecf909c802c4a894d93b08b4150a,0,4,1,0,5,486,4,9
4a14f56d02fdf6ad92a727b779e828728873da0f,0,3,1,0,4,347,4,9
74312363e45dcaba76c59ec49a7aa8a65a67eed3,1,9,1,1,10,782,5,12
7e7d97b2b3dea42de8ecf2f045daab3d7c0ca2f2,0,5,1,0,5,778,11,26
20b5a0db7b7dd8025b93c42844199ca708488746,0,2,1,0,3,232,2,6
6ec94f50cadcc79984463688de42a0ca696ec2db,3,6,1,3,10,31,8,16
78598985ec9d32a6d3d5973798773fddae4838fe,0,6,1,0,7,13,6,14
886ea75262e879b53b2101792977c072ae5fc470,0,4,1,0,4,997,5,11
d9b8685bdbb77a51aa562ef0ab31194831d0065a,0,3,1,0,4,8,4,9
874a78b72d809019a8eb48972b0f86e7ee1d0893,0,5,1,0,6,723,5,14
fe1244074f5c0282130a2c724ddf22dda5b9ad20,0,4,1,0,5,372,11,25
41ed843a086f44b8cb23decc8170c132bc257874,0,4,1,0,5,8,5,11
441cfc0268bbc507cee3ba62aa0e59bd11af8b6b,0,3,1,0,4,210,6,12
af3a46091c3f5704a31aa0f373bd00c4afe87c7d,0,4,1,0,5,679,3,9
657e8c867d8b37dcc18fa4caead9c45eb088c642,2,11,1,2,14,159,10,24
4429f74288a8d955b233c4e86bd5f6dd4f880bd5,0,4,1,0,5,343,4,9
51cb253744189f11241becb29bedd3f1b5384fdb,2,13,1,2,15,1169,7,18
c4f2aaa5f83105e91b0a53af06a300a6563a668a,0,4,1,0,5,109,3,8
32fb6e7aaf16baf9a41a5facf96c383c0f56fcc7,3,7,1,3,11,13,9,14
cba46d4b6fe0c09e7c7f7fb2ddf5769183f50bd0,0,4,1,0,5,10,5,14
738ea57616fa9dab407e9e7920d446eaf4e7eaaa,3,10,1,3,14,25,11,31
e8591d897e31fa6b0e7ec23980ac51a626b71cd9,3,7,1,3,11,239,6,11
363cbfaa414e824c75f2ba773d8fb4bf841fedb4,0,4,1,0,5,902,5,11
f4ad333cc4171163a4b130463c45aaecc01b3233,0,4,1,0,4,768,6,14
8fc41af7eee4f6f10d3ac2db0780330e9345dcf2,0,4,1,0,5,380,4,8
54f729a61111a637a2d5c79fdf231957115d4cc4,0,3,1,0,4,432,4,10
04e6159004d37e4b94bd8d502c2f3f6213137597,0,3,1,0,4,222,11,23
ec6e7f5e84067ee773307c2cdace4367c03c8c44,0,3,1,0,4,7,4,8
190d870d15c2a3ff150f39f97154d1a07455b3cd,0,4,1,0,6,10,5,12
a4d31cf314c0613579547b5a55f1c1168488faeb,0,4,1,0,6,246,3,9
d7b438cb123d7479387e0807c4a4be3f362ec882,0,4,1,0,5,68,6,16
47fbd0cbe3b6521a6243d11b80f18112cacc1dfe,0,4,1,0,5,379,6,12
9a32c1992e60ece3236b84750161647b70f03d60,0,3,1,0,3,329,4,9
cb1a4b5c9e65c00fe7aca195bfc95115d91e2ba4,0,4,1,0,5,10,9,19
403aaca7829e0b644a0edc1902ce806e54ffde62,0,4,1,0,5,335,6,11
df14f8a1b6e911ca23032ef3e63a530f71d3b412,0,3,1,0,4,7,4,9
bdc32f01644fe6b67b5a4e474190bcf2c6a1355a,0,4,1,0,5,8,4,9
9599701b19ea634ce0c93aeae9c79cbdac5546f5,0,3,1,0,4,825,4,10
1bb3c7f27a9170194dcc6b143c0fbc4ad162f123,0,3,1,0,4,244,4,11
fb3f0661d1564a4f4fef61bf1a50cc5621301d23,0,4,1,0,5,50,8,17
7db0a0c7160cbf17f74a775c37f8295c0016cd69,0,4,1,0,5,9,5,13
137469b55d1f15651ba46a89d0588e97dd0b6562,2,8,1,2,11,20,7,14
c7757805b983ee1b6272c1840c18e66837de858e,2,11,1,2,14,479,11,23
b0f2930a75cad981543c9d78d414cdf097217b8b,0,3,1,0,3,233,8,19
f7b89f5cf8e5eb9f0a6818d0edf328a6662a363a,0,4,1,0,4,734,6,16
dc74a7ce68de9b8cfc33f5c83c786fccd5d2105f,0,4,1,0,5,145,8,16
6f46d630989176adbdef4453f16b587185fa68a4,0,4,1,0,5,12,6,17
baabf92a4827e05e8ea7c1dafc5962e7ea64f7e2,0,2,1,0,3,129,4,8
d36a9552dfcf4d8026687a1ff41e349ef7825141,0,3,1,0,3,1132,4,8
be7d4d820fb6eaf783b4e8ca40c6430a6b7562eb,0,4,1,0,5,284,5,11
3062cefd2fbd3300c32cec77def65fffce38f602,0,5,1,0,6,12,5,10
5e48e3e791e28c2602b82aee8e39322f1b7c61a9,0,5,1,0,6,966,6,13
53c827438b0be54e250cfe2b403b320ee1b5f2bd,0,5,1,0,6,10,5,12
b5a286e148969b61b925baf77a7a40b8b914884b,0,5,1,0,6,10,6,13
7b6fdbf940cf8509a9eccaeb86b37c66dd52f943,0,5,1,0,6,10,4,9
10bc89b47f3d0037859e5f50226519aecec1ac92,0,5,1,0,6,11,5,11
a66b05f24a71c00ef10c5f3425d351f609861c91,0,4,1,0,5,213,5,10
21802135ad2ca41b8b2f5241fd5b9755cf67e48a,0,5,2,0,6,226,6,253
83695f776f5c8de31690e8a54e242a4567ba7a4b,7,14,1,7,22,437,24,53
ddb3422497e61e13543bea06989c0789117555c5,29,92,1,35,116,2606,112,664
8616e439239bf0c116f430f399502e706dc8b7fb,3,10,1,3,15,619,9,22
2703983059c7b60515b4fab6fb8b301f7781f5c6,0,5,1,0,6,12,5,13
0064c60f2871940e53231a38e023fa21955c7fd7,0,5,1,0,6,220,5,11
d4d1ecaecd3e2171bb0bf5b517cf358dcbe9a3c2,0,4,1,0,5,573,5,11
64ded5bdaf9083e52fd2b12e75cdb818584ef463,0,3,1,0,4,237,4,10
6d9cc14a1d36e6ff13fc6efa9e9326fcd12e7903,4,19,1,5,21,1733,17,375
5f2f0c05b6935226f18028128e4fcab217d94d65,0,2,2,0,3,4,3,367
34f3cf0bc81bc5b2697b3b2b260cda33ffe564ab,7,13,1,7,21,41,18,41
fadcaf88f39649f2bf51c49e93a2de1f39c51318,17,37,1,17,55,798,56,110
be80225f09645f172b079394312220637c440a63,2,9,1,2,12,23,7,18
1dbe40bf686f866117aaf34a6aade9eff0576317,0,4,1,0,5,412,5,248
000f3df6d732807ef1319fb7b8bb8522d0beac02,170,342,1,170,516,6107,512,1017
1fc95c452c585905f4f92466cf3b27b8ae1a7426,0,3,1,0,4,358,8,19
03387811c9ce5fdcca0cf99def6e7c56d6aa1cc8,0,2,1,0,3,269,7,20
9a9eae3f90f1ba2b157db5d5d716193f9fb1b8f9,0,3,2,0,5,221,3,522
4d1c297d39c5c1277964d0e3f8aa901493664530,7,32,1,9,39,3158,37,93
6967f0974d76d34e140cae27efea32cdf546b58e,2,5,1,2,8,355,5,12
cfd29754108a651f90591854a461c341dd942446,0,5,1,0,6,229,4,12
d386d1c6ab8732309cb0494eb4d28ea48fd18f4d,0,3,1,0,4,213,4,8
09028add78281b2e7fe90993e3610d042531c29e,0,3,1,0,3,281,10,20
cb27a0652ac47ef523ca32c25bfe6dce7299b746,0,4,1,0,5,10,5,10
dfe369911e4fa084a35d9d3eae02b5f3e845a32f,0,3,1,0,4,301,5,11
f4b93dc6d385d569de8e976cdcd960d19289b389,3,8,1,3,12,242,10,17
4bc6186ac7c0e1029a9e5aeb3ab10d03e11b7f4a,0,4,1,0,5,8,5,10
98b308d1b83daf956076a7d76e9590956e9a60e9,0,3,1,0,4,488,4,13
48e8fdcdd316f319da94265fac1d1597baad96f9,0,4,1,0,6,451,4,11
769e610e066cf5533f0e24e076dd1f879677d865,0,4,1,0,5,8,4,7
6ea5e13711d22e0207342b1d017399287aeeff69,0,4,1,0,5,221,5,11
4854147623817d09427d4073d20cb73f0d59b4b8,0,3,1,0,3,212,5,10
349fcdddfcf8a60e167483c2e912ce982c5d016d,0,3,1,0,3,530,5,10
a5f565650890fba1824ee0f21ebbbf660a179934,0,3,1,0,4,8,5,11
b54e2764bef6994245527f75eb8f180c484c404d,2,6,1,3,9,347,6,373
d66d8dfc2403805cf1da0564132e1ac012aa7584,0,4,1,0,4,225,6,12
fedcf00c606514111095748151b782e587a018b2,0,3,1,1,3,389,9,167
35471f47c3c0bc5fc75025b97a19ecdde00f78f8,6,24,1,10,31,2115,24,1208
4cf8550f083e9daf52a77de08633f0175071eb3e,0,3,1,0,4,213,6,12
4dc6eed0e0ce43f3280d36c8371f9d9e46bcc90f,0,3,1,0,4,136,5,11
f57d04b161b4a60cf3f228205230f4a87a33ebf3,0,3,1,0,3,225,5,9
a3da6407cc8b10eec757be60d1073067227e5c00,0,4,1,0,5,47,5,10
32d95c8cb4a91fdfa71a96c1e37444b0a1eb5700,0,4,1,0,6,143,4,11
109e929fbb6bf419e62b244637b76b4619f2ec91,0,4,1,0,5,243,5,9
512c65e2827ba9739827d895521169af8be7f064,0,4,1,0,5,10,5,11
f522a3d0161bf8231165ed39df67c705f5c71804,0,4,1,0,5,9,4,9
1293cb78480c70130020fc30866a311808b1cb1b,0,4,1,0,5,236,4,13
5477b9b56dcf2eff2ac370f809e20661766caded,0,4,1,0,5,227,6,19
9ce84f6a69986a83d92c324df10bc8e64771030f,3,13,1,4,16,742,13,377
7c6f74c939b1b2c90a5c50fa6c5f2dd6025b68aa,0,3,1,0,4,8,10,19
d7d61e91682d438a628882fd2e7dd7c8bb6c25b8,0,5,1,0,6,988,6,14
d10052c9d414e128d5b35e7befb10bfb1067d972,0,4,1,0,6,14,5,10
1575298f78f49796a2c8be6b2aa251da3d8692de,1,5,1,1,7,12,5,13
d5af0a79c266b308a367414d2c0d7d8a3cf783e4,0,3,1,0,4,235,5,13
20816d1286e8fc37c3f1773562d503ce5f814107,0,3,1,0,4,286,9,22
0b38210ea11411557c13457d4da7dc6ea731b88a,4,17,1,4,20,719,15,37
8c8d7c46219d9205f056f28fee5950ad564d7465,0,4,2,0,5,10,4,468
680ad5963d08381d2dfcf0a77048aafac4a8d623,0,2,1,0,2,394,4,10
374490f7008687e01984bff542d6d2bbd76efd27,0,5,1,0,7,387,6,11
0d207854eb451f01115250f8d6f4660a00a242e7,0,4,1,0,5,620,6,12
481da92004f6a037f2c8759a2cf1ed4b372d56df,0,5,1,0,5,926,5,13
5282aaf1bbbe299cbd9f2dcc9754bb3acad3e19b,0,4,1,0,5,236,5,12
78253e2e6120164bd826668a4c96db20f78a94c9,1,5,1,1,7,13,4,8
0dad02c615a5c15637b1dfe151de4e4dacdaa8cd,0,3,1,0,4,652,5,10
c7de47b9ca2fc753d6a2f167d8b3e19c6d18b19a,9,14,1,9,24,209,24,43
61509f15d675ad4e2af336b98ce8c408bba9bc14,0,3,1,0,3,672,5,13
d61db77e9af8c86602c4db68f19a140b00cc2fa1,0,3,1,0,4,12,3,8
dbe46734509a0dc1740a11157f3ef28e6105421e,0,3,1,0,3,578,6,10
af5d3fc323d249038b58b878b2ee553b9a3f0b5b,0,4,1,1,4,832,9,508
138ceabfdc60667d2617dd0e951e5f920e468489,0,4,1,0,5,11,5,9
a3d938cb00e1f7ef52d840eed05d3dde12356c61,0,3,1,0,3,152,5,11
c553dff98633c21b077c49afb1e680a9ec898900,0,5,1,0,6,12,6,16
3b4d794a66304f130a4db8f2551b0070dfcf5ca7,17,56,1,20,69,2237,64,1118
6f90c61226be072b452c9a1971d1e3eb04f4104c,0,4,1,0,5,12,5,11
4274cd7277c7bb0806bd5fe84b9adae466a8da0a,2,9,1,2,13,22,8,16
d690a5905e631f829d04f64413e924a1db236099,0,3,1,0,4,226,5,10
9abae1b279a4be25aeae49a33e807cdd3ccffa0c,0,4,1,1,5,9,9,467
66a9c6885a9e5badfdd51463af1194cba5341245,0,3,1,0,4,736,8,18
17f80a959df5a47fb564791b6913bdfae952b8ca,0,5,1,1,6,222,9,139
2fb0d9ab40ce721ab686e49dba84c83f50573a3e,0,3,1,0,4,265,4,9
59d2322325145d92e777e0284b29402b3a75c9b5,0,4,1,0,5,267,7,17
4454becc3dc225e3e2eb2ab3ea852602ae35db33,0,3,1,0,4,271,5,11
6ad8dd860ce3ad604d0af75c7c61953b66d5bb05,0,3,1,0,4,7,5,9
e8d4e0e00721b82bf764438cebcde4ea1d32533d,0,4,1,0,4,583,5,14
60a87cc7fca7e53867facb79da73181b1bb4238b,0,5,1,0,7,11,5,11
f0b102c1665cc63fbc20452a17507ec4653d5c52,0,4,1,0,5,353,4,8
7b13357a4c6f0ed7cccc529aa866a6bc5d0e69ab,0,3,1,1,3,370,9,351
a4e009e698ed9d818cf6efde5897a950ef1e2be5,30,51,1,39,73,2262,70,1855
23e6aecb76675462ad8f2b31ec7c492060c2faef,1,7,1,1,9,366,7,20
8881562783028f5c1bcb985d2283d5e170d88888,5,21,1,6,26,1498,22,195
5d5032bd68c43cd8907074e5de0b0360a3df2d5a,0,4,1,0,5,334,5,10
5fe0f11a73ef78166bc0e1bc9874be350d6555fd,0,4,1,0,4,359,4,11
e8cc0c4122595d83e3b0a35727ab831df5fab3f8,0,3,1,0,4,7,7,19
881fb5fc0a8ade13cd48a6708667cd0f6dd7f7b6,0,3,1,0,4,349,5,9
ced92fa7f0797cbc851b48140ae218a0b0d41ce0,0,3,1,0,4,5,4,8
9f417f8649ae22a3a9eeeb12416dd2bd5ebd7b3c,11,27,1,12,40,672,36,182
4337002c5702ce424cb62a56ca038e31e1d4a93d,0,5,1,0,6,10,5,13
6887246668a3b87f54deb3b94ba47a6f63f32985,0,5,1,0,6,12,4,14
15692b56fc6fe3ca4c57371bd8a951cc700965f5,0,4,1,0,5,9,8,21
23f4569002a5a07f0ecf688142eeb6bcd883eef8,0,4,1,0,5,9,5,8
d4cd376c377e62fdbced81a8f12cc51d4dbc927d,0,3,1,0,4,338,4,8
41af7fd16dfc29bda8d8aaa4ceffc0e8046992ec,0,3,1,0,4,353,5,13
d25369dbbf301014aba47164206cd6f36b523dd8,0,4,1,0,5,11,6,19
42de6cedbc62b663dc783b8e690d4a7293aafb9b,0,3,1,0,4,359,3,9
722c6784ed0c5eff7274d56befeeb7ac5c3cae30,0,4,1,0,5,443,6,13
f1433b4caaf952f1dce0c2d783d47f26b5941799,0,5,1,0,5,551,5,13
9d34c01d7e848b5c62f4677cb65aab1385b47414,0,3,1,0,4,6,4,10
b8ac7ce449ed72ff61de8043d67b507f9f523fa2,9,14,1,9,24,26,24,37
ad9585cf7dce48798e88bb7199d9628eba43db1f,0,5,1,0,6,423,4,11
5f8215ee653cb7225c741c7aa8591468d1f158b8,0,4,1,0,5,9,8,249
68b00f439d2bb8647b3cf64f1793a9f2bd254e48,0,2,1,0,2,136,7,15
6ace93af6e8b36803577381be9f02a552e81c10d,2,4,1,2,7,12,5,9
6dd9ecfb931e3a4a05503f178a16570976695de0,0,4,1,0,5,392,6,15
a4ce5567532fcf2797febc5a7c87804feae34439,0,6,1,0,7,17,10,24
0ba64a5bd7c615310d52125d04303e6eea4146b6,0,3,1,0,4,6,5,10
4077cdc1bb08ddcccd6de7683e9326fa10357617,0,4,1,0,5,825,6,12
845d8713fdd94f41ca68dd4b3f51b5be43d77d16,0,3,1,0,4,359,10,19
303a465b659cbb0ab36ee643ea362c509eeb5213,0,4,1,1,5,9,10,488
1920fd51d673dd01d82928fbd5e8f1d8401912ff,0,4,1,0,5,7,4,8
34899b8475ab03c8d4375f575a52f4dba6577f6f,0,3,1,0,3,454,3,9
b79a8173b75e24b6c3a5c7710b6a2b14ca33aabc,0,3,1,0,4,273,4,9
4e7ecb1305fa91a82d39c6d3142b4ab277932412,0,2,1,0,3,271,7,16
f419073feff9b2aa78f3d2babab06d0785506a13,0,2,1,0,3,4,3,6
3af9f0c0b857a7e113b2394c3fda62a0836db25f,0,3,1,0,4,193,5,11
a2107fa5b38d9bbd2c461d6edf11b11a50f6b974,3,13,1,3,17,30,10,26
aa8f654dc483259388c9c646c55a4e7898b76ca3,0,5,1,0,6,10,5,11
0e824b9bd12058dbc90e6caa374304f43e14236b,0,4,1,0,5,9,5,11
7c0c54712f0124ad92ff9e72e4f1ef767168ad33,0,4,1,0,5,212,9,25
9dfc9bb0fff2dc96728d2bb94eacee6ba3592351,0,4,1,0,5,14,5,12
942c15c01960c21fa2dec163070d8ced083adf83,0,2,1,0,3,3,4,8
b0a3a2b60e969afd26561429aa4c1444c57e4411,0,6,1,0,7,408,6,13
72cfd98726973943c87129b7e3ca3fc8d927a980,0,3,1,0,4,591,5,10
29b8d4783dd2cff97e7d89eed5e5c6bc554feed2,0,4,1,0,4,791,4,11
4675c7e5baafbffbca748158becba61ef3b0a263,0,5,1,0,6,11,6,14
7078d8779529a52e77571342e2eb9af3c5bf4526,0,4,1,0,5,10,4,9
b8f47e10cbca3cf80604bb4fb86c286f15173b67,0,3,1,0,4,132,5,17
2a7ca131a4f0b0fb0207e3c6a9c4f194b8b1c2d4,0,5,1,0,5,771,9,24
12f0cc6384307db933f86b7601bd1f4193389962,0,4,1,1,4,462,12,275
