updates,address plainKey,account plainKeys,PatriciaContext.Branch(),PatriciaContext.Account(),PatriciaContext.Storage(),PatriciaContext.PutBranch(),L0 - Load Account/Storage,L1 - Load Account/Storage,L2 - Load Account/Storage,L3 - Load Account/Storage,L4 - Load Account/Storage,unfold/fold calls,total unfolding time (ms),total folding time (ms),total processing time (ms)
5,5,0,4,5,0,5,219648/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,5,5,0,4,219654/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,5,5,0,5,219660/0,0/0,0/0,0/0,0/0,12,0,0,0
5,5,0,5,5,0,3,219666/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,5,5,0,5,219672/0,0/0,0/0,0/0,0/0,12,0,0,0
5,5,0,5,5,0,3,219678/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,5,5,0,5,219684/0,0/0,0/0,0/0,0/0,12,0,0,0
5,5,0,5,5,0,3,219690/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,5,5,0,5,219696/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,5,5,0,5,219702/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,7,219708/0,0/0,0/0,0/0,0/0,12,0,0,0
5,5,0,6,5,0,5,219714/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,5,5,0,4,219719/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,4,219724/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,6,219729/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,5,5,0,4,219734/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,4,219740/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,219746/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,5,219752/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,5,5,0,5,219758/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,4,219765/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,6,219772/0,0/0,0/0,0/0,0/0,12,0,0,0
5,5,0,6,5,0,5,219779/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,6,219786/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,4,5,0,5,219791/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,4,219796/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,4,219801/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,219806/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,5,219811/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,5,5,0,4,219816/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,4,219822/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,6,219828/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,5,5,0,4,219834/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,219841/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,4,219848/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,5,219855/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,5,5,0,5,219862/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,6,219869/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,5,5,0,5,219876/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,4,5,0,4,219881/0,0/0,0/0,0/0,0/0,9,0,0,0
5,5,0,4,5,0,5,219886/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,4,219891/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,219896/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,4,219901/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,5,219906/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,5,5,0,5,219911/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,6,219916/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,5,5,0,4,219921/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,4,219927/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,219933/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,219939/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,4,5,0,5,219945/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,219952/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,219959/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,4,5,0,5,219964/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,4,219969/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,5,5,0,5,219974/0,0/0,0/0,0/0,0/0,12,0,0,0
5,5,0,6,5,0,4,219979/0,0/0,0/0,0/0,0/0,12,0,0,0
5,5,0,6,5,0,6,219984/0,0/0,0/0,0/0,0/0,13,0,0,0
5,5,0,6,5,0,4,219989/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,5,219994/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,5,5,0,5,219999/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,6,220004/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,5,5,0,4,220009/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,4,220015/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,6,220021/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,6,220027/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,5,5,0,5,220033/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,4,5,0,4,220038/0,0/0,0/0,0/0,0/0,9,0,0,0
5,5,0,4,5,0,4,220043/0,0/0,0/0,0/0,0/0,9,0,0,0
5,5,0,4,5,0,4,220048/0,0/0,0/0,0/0,0/0,9,0,0,0
5,5,0,4,5,0,4,220053/0,0/0,0/0,0/0,0/0,9,0,0,0
5,5,0,4,5,0,4,220058/0,0/0,0/0,0/0,0/0,9,0,0,0
5,5,0,4,5,0,4,220063/0,0/0,0/0,0/0,0/0,9,0,0,0
5,5,0,4,5,0,5,220068/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,6,220073/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,6,220078/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,5,5,0,4,220083/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,220088/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,5,220093/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,5,220098/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,5,5,0,4,220103/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,6,220108/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,5,5,0,4,220113/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,4,220119/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,4,220125/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,220131/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,4,5,0,5,220137/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,220144/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,5,220151/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,5,5,0,4,220156/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,220161/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,4,5,0,4,220166/0,0/0,0/0,0/0,0/0,9,0,0,0
5,5,0,4,5,0,5,220172/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,220178/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,6,220184/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,4,220190/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,5,220196/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,5,220202/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,7,220208/0,0/0,0/0,0/0,0/0,12,0,0,0
5,5,0,5,5,0,5,220214/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,220221/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,4,5,0,4,220226/0,0/0,0/0,0/0,0/0,9,0,0,0
5,5,0,4,5,0,5,220231/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,220236/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,4,220241/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,4,220246/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,220251/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,220256/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,4,5,0,4,220261/0,0/0,0/0,0/0,0/0,9,0,0,0
5,5,0,4,5,0,4,220267/0,0/0,0/0,0/0,0/0,9,0,0,0
5,5,0,4,5,0,5,220273/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,220279/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,220285/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,4,5,0,5,220290/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,4,220295/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,220300/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,4,220305/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,5,220310/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,5,5,0,4,220315/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,220320/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,4,5,0,4,220325/0,0/0,0/0,0/0,0/0,9,0,0,0
5,5,0,4,5,0,5,220331/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,4,220337/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,220343/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,5,220349/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,5,220355/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,5,5,0,4,220361/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,6,220367/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,7,220373/0,0/0,0/0,0/0,0/0,12,0,0,0
5,5,0,6,5,0,5,220379/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,5,5,0,5,220384/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,4,220389/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,6,220394/0,0/0,0/0,0/0,0/0,12,0,0,0
5,5,0,6,5,0,4,220399/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,5,220404/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,5,5,0,4,220409/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,220414/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,4,5,0,5,220419/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,220425/0,0/0,0/0,0/0,0/0,12,0,0,0
5,5,0,6,5,0,5,220431/0,0/0,0/0,0/0,0/0,12,0,0,0
5,5,0,5,5,0,4,220436/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,5,5,0,5,220441/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,4,5,0,4,220446/0,0/0,0/0,0/0,0/0,9,0,0,0
5,5,0,4,5,0,4,220452/0,0/0,0/0,0/0,0/0,9,0,0,0
5,5,0,4,5,0,4,220458/0,0/0,0/0,0/0,0/0,9,0,0,0
5,5,0,4,5,0,5,220464/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,4,220470/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,4,220476/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,220482/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,6,220488/0,0/0,0/0,0/0,0/0,12,0,0,0
5,5,0,6,5,0,5,220494/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,5,5,0,5,220499/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,7,220504/0,0/0,0/0,0/0,0/0,12,0,0,0
5,5,0,6,5,0,5,220509/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,5,220515/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,5,220521/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,6,220527/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,5,5,0,5,220533/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,220540/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,4,5,0,4,220546/0,0/0,0/0,0/0,0/0,9,0,0,0
5,5,0,4,5,0,5,220553/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,4,220560/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,220567/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,4,220574/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,6,220581/0,0/0,0/0,0/0,0/0,12,0,0,0
5,5,0,6,5,0,5,220588/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,7,220595/0,0/0,0/0,0/0,0/0,12,0,0,0
5,5,0,5,5,0,4,220600/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,4,220605/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,4,220610/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,220615/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,4,5,0,5,220620/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,220626/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,220632/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,4,5,0,4,220637/0,0/0,0/0,0/0,0/0,9,0,0,0
5,5,0,4,5,0,4,220642/0,0/0,0/0,0/0,0/0,9,0,0,0
5,5,0,4,5,0,5,220647/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,220652/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,4,220657/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,220662/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,5,220667/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,5,220672/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,5,5,0,4,220677/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,220682/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,4,5,0,4,220687/0,0/0,0/0,0/0,0/0,9,0,0,0
5,5,0,4,5,0,4,220693/0,0/0,0/0,0/0,0/0,9,0,0,0
5,5,0,4,5,0,5,220699/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,220705/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,220711/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,4,5,0,4,220716/0,0/0,0/0,0/0,0/0,9,0,0,0
5,5,0,4,5,0,4,220721/0,0/0,0/0,0/0,0/0,9,0,0,0
5,5,0,4,5,0,5,220726/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,220731/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,4,220736/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,220741/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,5,220746/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,6,220751/0,0/0,0/0,0/0,0/0,12,0,0,0
5,5,0,6,5,0,6,220756/0,0/0,0/0,0/0,0/0,13,0,0,0
5,5,0,7,5,0,6,220761/0,0/0,0/0,0/0,0/0,13,0,0,0
5,5,0,4,5,0,3,220766/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,4,5,0,4,220771/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,5,5,0,4,220776/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,4,5,0,3,220781/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,4,5,0,3,220787/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,4,5,0,5,220793/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,4,5,0,3,220799/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,4,5,0,4,220806/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,220813/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,6,220820/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,5,5,0,5,220827/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,4,5,0,4,220832/0,0/0,0/0,0/0,0/0,9,0,0,0
5,5,0,4,5,0,4,220837/0,0/0,0/0,0/0,0/0,9,0,0,0
5,5,0,4,5,0,4,220842/0,0/0,0/0,0/0,0/0,9,0,0,0
5,5,0,4,5,0,4,220847/0,0/0,0/0,0/0,0/0,9,0,0,0
5,5,0,4,5,0,4,220852/0,0/0,0/0,0/0,0/0,9,0,0,0
5,5,0,4,5,0,5,220857/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,4,220862/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,4,220867/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,220872/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,5,220877/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,5,5,0,4,220882/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,220888/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,6,220894/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,5,5,0,6,220900/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,5,5,0,5,220905/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,4,220910/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,220915/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,5,220920/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,5,220925/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,5,5,0,5,220930/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,6,220935/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,5,5,0,4,220940/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,220946/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,5,220952/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,6,220958/0,0/0,0/0,0/0,0/0,12,0,0,0
5,5,0,6,5,0,4,220964/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,6,220970/0,0/0,0/0,0/0,0/0,12,0,0,0
5,5,0,6,5,0,5,220976/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,7,220982/0,0/0,0/0,0/0,0/0,12,0,0,0
5,5,0,5,5,0,4,220987/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,4,220992/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,4,220997/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,221002/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,4,5,0,4,221007/0,0/0,0/0,0/0,0/0,9,0,0,0
5,5,0,4,5,0,5,221013/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,4,221019/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,4,221025/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,221031/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,6,221037/0,0/0,0/0,0/0,0/0,12,0,0,0
5,5,0,6,5,0,5,221043/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,5,5,0,4,221048/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,221053/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,4,5,0,4,221058/0,0/0,0/0,0/0,0/0,9,0,0,0
5,5,0,4,5,0,5,221064/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,4,221070/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,221076/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,4,221082/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,6,221088/0,0/0,0/0,0/0,0/0,12,0,0,0
5,5,0,6,5,0,6,221094/0,0/0,0/0,0/0,0/0,12,0,0,0
5,5,0,7,5,0,6,221100/0,0/0,0/0,0/0,0/0,12,0,0,0
5,5,0,5,5,0,4,221105/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,4,221110/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,221115/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,4,5,0,5,221120/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,4,221126/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,221132/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,4,221138/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,5,221144/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,5,5,0,4,221150/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,6,221156/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,5,5,0,5,221162/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,221169/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,4,5,0,4,221174/0,0/0,0/0,0/0,0/0,9,0,0,0
5,5,0,4,5,0,4,221179/0,0/0,0/0,0/0,0/0,9,0,0,0
5,5,0,4,5,0,4,221184/0,0/0,0/0,0/0,0/0,9,0,0,0
5,5,0,4,5,0,5,221189/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,4,221194/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,5,5,0,4,221199/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,5,5,0,5,221204/0,0/0,0/0,0/0,0/0,12,0,0,0
5,5,0,6,5,0,5,221209/0,0/0,0/0,0/0,0/0,12,0,0,0
5,5,0,5,5,0,4,221214/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,221220/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,6,221226/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,5,5,0,5,221232/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,4,5,0,4,221237/0,0/0,0/0,0/0,0/0,9,0,0,0
5,5,0,4,5,0,4,221242/0,0/0,0/0,0/0,0/0,9,0,0,0
5,5,0,4,5,0,4,221247/0,0/0,0/0,0/0,0/0,9,0,0,0
5,5,0,4,5,0,5,221252/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,221257/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,6,221262/0,0/0,0/0,0/0,0/0,12,0,0,0
5,5,0,6,5,0,4,221267/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,5,221272/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,5,5,0,4,221277/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,6,221282/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,5,5,0,5,221287/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,4,221293/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,4,221299/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,6,221305/0,0/0,0/0,0/0,0/0,12,0,0,0
5,5,0,6,5,0,5,221311/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,5,5,0,4,221317/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,221324/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,7,221331/0,0/0,0/0,0/0,0/0,12,0,0,0
5,5,0,6,5,0,5,221338/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,5,5,0,5,221343/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,4,221348/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,5,221353/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,5,5,0,4,221358/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,6,221363/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,5,5,0,4,221368/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,4,221374/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,4,221380/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,6,221386/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,5,5,0,4,221392/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,4,221399/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,221406/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,7,221413/0,0/0,0/0,0/0,0/0,12,0,0,0
5,5,0,6,5,0,5,221420/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,5,5,0,4,221425/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,4,221430/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,221435/0,0/0,0/0,0/0,0/0,10,0,0,0
