updates,address plainKey,account plainKeys,PatriciaContext.Branch(),PatriciaContext.Account(),PatriciaContext.Storage(),PatriciaContext.PutBranch(),L0 - Load Account/Storage,L1 - Load Account/Storage,L2 - Load Account/Storage,L3 - Load Account/Storage,L4 - Load Account/Storage,unfold/fold calls,total unfolding time (ms),total folding time (ms),total processing time (ms)
5,5,0,5,5,0,4,91773/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,91778/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,91783/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,4,5,0,4,91788/0,0/0,0/0,0/0,0/0,9,0,0,0
5,5,0,4,5,0,4,91794/0,0/0,0/0,0/0,0/0,9,0,0,0
5,5,0,4,5,0,5,91800/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,91806/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,5,5,0,5,91812/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,5,5,0,4,91817/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,91822/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,91827/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,4,5,0,5,91832/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,91838/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,6,91844/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,4,91850/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,5,91856/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,5,91862/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,6,91868/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,4,5,0,4,91874/0,0/0,0/0,0/0,0/0,9,0,0,0
5,5,0,4,5,0,5,91881/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,6,91888/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,6,91895/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,5,5,0,5,91900/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,91905/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,91910/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,91915/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,91920/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,91925/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,4,5,0,4,91930/0,0/0,0/0,0/0,0/0,9,0,0,0
5,5,0,4,5,0,5,91936/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,91942/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,4,91948/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,91954/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,5,91960/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,6,91966/0,0/0,0/0,0/0,0/0,12,0,0,0
5,5,0,6,5,0,4,91972/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,5,91978/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,5,5,0,5,91984/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,6,91990/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,5,5,0,5,91996/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,4,5,0,5,92001/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,4,92006/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,92011/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,4,92016/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,6,92021/0,0/0,0/0,0/0,0/0,12,0,0,0
5,5,0,6,5,0,5,92026/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,5,92031/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,5,5,0,5,92036/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,7,92041/0,0/0,0/0,0/0,0/0,13,0,0,0
5,5,0,7,5,0,6,92046/0,0/0,0/0,0/0,0/0,13,0,0,0
5,5,0,6,5,0,5,92051/0,0/0,0/0,0/0,0/0,12,0,0,0
5,5,0,7,5,0,5,92056/0,0/0,0/0,0/0,0/0,12,0,0,0
5,5,0,7,5,0,7,92061/0,0/0,0/0,0/0,0/0,13,0,0,0
5,5,0,6,5,0,5,92066/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,5,92071/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,5,5,0,5,92076/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,5,92081/0,0/0,0/0,0/0,0/0,12,0,0,0
5,5,0,6,5,0,6,92086/0,0/0,0/0,0/0,0/0,13,0,0,0
5,5,0,6,5,0,5,92091/0,0/0,0/0,0/0,0/0,12,0,0,0
5,5,0,6,5,0,5,92096/0,0/0,0/0,0/0,0/0,12,0,0,0
5,5,0,5,5,0,5,92101/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,7,92106/0,0/0,0/0,0/0,0/0,12,0,0,0
5,5,0,7,5,0,7,92111/0,0/0,0/0,0/0,0/0,12,0,0,0
5,5,0,5,5,0,4,92116/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,92121/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,5,92126/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,6,92131/0,0/0,0/0,0/0,0/0,12,0,0,0
5,5,0,6,5,0,4,92136/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,5,92141/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,5,5,0,5,92146/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,6,92151/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,5,5,0,4,92156/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,4,92162/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,92168/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,6,92174/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,5,5,0,5,92180/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,6,92187/0,0/0,0/0,0/0,0/0,12,0,0,0
5,5,0,6,5,0,5,92192/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,6,92197/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,5,5,0,4,92202/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,92207/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,92212/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,92217/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,4,5,0,4,92222/0,0/0,0/0,0/0,0/0,9,0,0,0
5,5,0,4,5,0,4,92228/0,0/0,0/0,0/0,0/0,9,0,0,0
5,5,0,4,5,0,5,92234/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,4,92240/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,5,5,0,5,92246/0,0/0,0/0,0/0,0/0,12,0,0,0
5,5,0,6,5,0,4,92252/0,0/0,0/0,0/0,0/0,12,0,0,0
5,5,0,6,5,0,6,92258/0,0/0,0/0,0/0,0/0,13,0,0,0
5,5,0,6,5,0,4,92264/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,5,92270/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,5,5,0,5,92276/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,6,92282/0,0/0,0/0,0/0,0/0,12,0,0,0
5,5,0,6,5,0,5,92288/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,5,5,0,5,92293/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,5,92298/0,0/0,0/0,0/0,0/0,12,0,0,0
5,5,0,5,5,0,4,92303/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,5,5,0,4,92309/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,5,5,0,5,92315/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,4,5,0,5,92321/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,4,92328/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,4,92335/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,4,92342/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,92349/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,4,5,0,4,92356/0,0/0,0/0,0/0,0/0,9,0,0,0
5,5,0,4,5,0,5,92364/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,92372/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,6,92380/0,0/0,0/0,0/0,0/0,12,0,0,0
5,5,0,6,5,0,4,92385/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,6,92390/0,0/0,0/0,0/0,0/0,12,0,0,0
5,5,0,6,5,0,4,92395/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,5,92400/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,5,5,0,4,92405/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,92410/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,4,5,0,4,92415/0,0/0,0/0,0/0,0/0,9,0,0,0
5,5,0,4,5,0,5,92421/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,4,92427/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,5,5,0,5,92433/0,0/0,0/0,0/0,0/0,12,0,0,0
5,5,0,6,5,0,5,92439/0,0/0,0/0,0/0,0/0,12,0,0,0
5,5,0,6,5,0,5,92445/0,0/0,0/0,0/0,0/0,12,0,0,0
5,5,0,5,5,0,5,92451/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,6,92457/0,0/0,0/0,0/0,0/0,12,0,0,0
5,5,0,6,5,0,6,92463/0,0/0,0/0,0/0,0/0,12,0,0,0
5,5,0,3,5,0,3,92468/0,0/0,0/0,0/0,0/0,9,0,0,0
5,5,0,3,5,0,4,92473/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,4,5,0,3,92478/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,4,5,0,4,92483/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,5,5,0,3,92488/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,5,5,0,4,92493/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,4,5,0,3,92498/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,4,5,0,4,92503/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,3,5,0,3,92508/0,0/0,0/0,0/0,0/0,9,0,0,0
5,5,0,3,5,0,4,92514/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,4,5,0,3,92520/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,4,5,0,4,92526/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,5,5,0,4,92532/0,0/0,0/0,0/0,0/0,12,0,0,0
5,5,0,6,5,0,4,92538/0,0/0,0/0,0/0,0/0,12,0,0,0
5,5,0,5,5,0,4,92544/0,0/0,0/0,0/0,0/0,12,0,0,0
5,5,0,6,5,0,5,92550/0,0/0,0/0,0/0,0/0,12,0,0,0
5,5,0,6,5,0,6,92556/0,0/0,0/0,0/0,0/0,12,0,0,0
5,5,0,6,5,0,5,92562/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,6,92568/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,4,5,0,5,92573/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,92578/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,4,92583/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,5,92588/0,0/0,0/0,0/0,0/0,12,0,0,0
5,5,0,7,5,0,5,92593/0,0/0,0/0,0/0,0/0,12,0,0,0
5,5,0,6,5,0,5,92598/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,5,5,0,4,92603/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,6,92608/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,5,5,0,4,92613/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,4,92619/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,4,92625/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,6,92631/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,5,5,0,6,92637/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,5,92644/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,5,5,0,5,92649/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,4,92654/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,6,92659/0,0/0,0/0,0/0,0/0,12,0,0,0
5,5,0,6,5,0,4,92664/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,5,92669/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,5,5,0,5,92674/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,5,92679/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,5,5,0,4,92684/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,92690/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,6,92696/0,0/0,0/0,0/0,0/0,12,0,0,0
5,5,0,5,5,0,5,92702/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,4,5,0,4,92707/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,6,92712/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,6,92717/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,5,92722/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,5,5,0,5,92727/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,5,92732/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,6,92737/0,0/0,0/0,0/0,0/0,12,0,0,0
5,5,0,6,5,0,4,92742/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,5,92747/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,5,5,0,4,92752/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,92757/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,4,5,0,5,92762/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,92768/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,4,92774/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,92780/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,6,92786/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,5,92792/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,5,5,0,5,92798/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,5,92804/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,6,92810/0,0/0,0/0,0/0,0/0,12,0,0,0
5,5,0,6,5,0,5,92816/0,0/0,0/0,0/0,0/0,12,0,0,0
5,5,0,7,5,0,7,92822/0,0/0,0/0,0/0,0/0,13,0,0,0
5,5,0,6,5,0,4,92827/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,6,92832/0,0/0,0/0,0/0,0/0,12,0,0,0
5,5,0,6,5,0,4,92837/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,5,92842/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,5,5,0,5,92847/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,5,92852/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,5,5,0,4,92857/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,4,92863/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,92869/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,4,5,0,4,92875/0,0/0,0/0,0/0,0/0,9,0,0,0
5,5,0,4,5,0,5,92882/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,92889/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,92896/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,92903/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,92910/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,6,92917/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,6,92924/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,7,92931/0,0/0,0/0,0/0,0/0,12,0,0,0
5,5,0,5,5,0,4,92936/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,92941/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,4,92946/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,5,92951/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,5,5,0,5,92956/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,5,92961/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,5,5,0,4,92966/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,4,92972/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,6,92978/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,5,5,0,5,92984/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,92991/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,4,5,0,4,92996/0,0/0,0/0,0/0,0/0,9,0,0,0
5,5,0,4,5,0,5,93001/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,4,93006/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,93011/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,4,93016/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,5,93021/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,5,5,0,4,93026/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,93031/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,4,5,0,5,93036/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,4,93042/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,93048/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,5,93054/0,0/0,0/0,0/0,0/0,12,0,0,0
5,5,0,7,5,0,7,93060/0,0/0,0/0,0/0,0/0,13,0,0,0
5,5,0,6,5,0,4,93065/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,5,93070/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,5,5,0,4,93075/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,93080/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,4,5,0,4,93085/0,0/0,0/0,0/0,0/0,9,0,0,0
5,5,0,4,5,0,5,93091/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,93097/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,4,93103/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,4,93109/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,93115/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,6,93121/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,5,5,0,4,93127/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,93134/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,6,93141/0,0/0,0/0,0/0,0/0,12,0,0,0
5,5,0,7,5,0,7,93148/0,0/0,0/0,0/0,0/0,12,0,0,0
5,5,0,5,5,0,4,93153/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,93158/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,5,93163/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,6,93168/0,0/0,0/0,0/0,0/0,12,0,0,0
5,5,0,6,5,0,5,93173/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,5,93178/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,5,5,0,4,93183/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,93188/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,93193/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,4,5,0,4,93198/0,0/0,0/0,0/0,0/0,9,0,0,0
5,5,0,4,5,0,5,93204/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,93210/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,93216/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,4,5,0,4,93221/0,0/0,0/0,0/0,0/0,9,0,0,0
5,5,0,4,5,0,4,93226/0,0/0,0/0,0/0,0/0,9,0,0,0
5,5,0,4,5,0,5,93231/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,4,93236/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,93241/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,5,93246/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,6,93251/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,4,5,0,5,93256/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,93261/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,4,93266/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,93271/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,5,93276/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,5,93281/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,5,5,0,4,93286/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,6,93291/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,5,5,0,5,93296/0,0/0,0/0,0/0,0/0,12,0,0,0
5,5,0,6,5,0,4,93302/0,0/0,0/0,0/0,0/0,12,0,0,0
5,5,0,6,5,0,5,93308/0,0/0,0/0,0/0,0/0,13,0,0,0
5,5,0,7,5,0,7,93314/0,0/0,0/0,0/0,0/0,14,0,0,0
5,5,0,7,5,0,6,93320/0,0/0,0/0,0/0,0/0,12,0,0,0
5,5,0,5,5,0,4,93325/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,93330/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,5,93335/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,5,5,0,4,93340/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,4,93346/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,93352/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,4,5,0,5,93358/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,4,93365/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,4,93372/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,93379/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,5,93386/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,5,5,0,4,93393/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,4,93401/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,93409/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,4,5,0,4,93417/0,0/0,0/0,0/0,0/0,9,0,0,0
5,5,0,4,5,0,5,93426/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,93435/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,6,93444/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,5,5,0,5,93449/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,4,93454/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,4,93459/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,93464/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,6,93469/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,5,5,0,6,93474/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,4,93480/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,4,93486/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,5,93492/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,6,93498/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,4,5,0,5,93504/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,93511/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,5,93518/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,5,5,0,5,93523/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,6,93528/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,5,5,0,4,93533/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,4,93539/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,93545/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,5,93551/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,4,5,0,4,93557/0,0/0,0/0,0/0,0/0,9,0,0,0
5,5,0,4,5,0,5,93564/0,0/0,0/0,0/0,0/0,10,0,0,0
5,5,0,5,5,0,6,93571/0,0/0,0/0,0/0,0/0,11,0,0,0
5,5,0,6,5,0,5,93578/0,0/0,0/0,0/0,0/0,11,0,0,0
